Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Prazo máximo de Entrega (product.metafields.nerd.dias_max),Prazo Mínimo de Entrega (product.metafields.nerd.dias_min),Prazo de entrega (product.metafields.nerd.prazo_entrega),Cor do Badge (product.metafields.nerdling.badge_color),Data de lançamento (product.metafields.nerdling.data_lancamento),Badge do Produto (product.metafields.nerdling.product_badge),Link (product.metafields.nerdlingo.link),Características de roupas esportivas (product.metafields.shopify.activewear-clothing-features),Atividade (product.metafields.shopify.activity),Grupo de idade (product.metafields.shopify.age-group),Instruções de cuidados (product.metafields.shopify.care-instructions),Características de roupas (product.metafields.shopify.clothing-features),Cor (product.metafields.shopify.color-pattern),Tecido (product.metafields.shopify.fabric),Decote (product.metafields.shopify.neckline),Faixa etária recomendada (product.metafields.shopify.recommended-age-group),Tamanho (product.metafields.shopify.size),Tipo de comprimento da manga (product.metafields.shopify.sleeve-length-type),Gênero alvo (product.metafields.shopify.target-gender),Tipo de comprimento do top (product.metafields.shopify.top-length-type),Características do boneco (product.metafields.shopify.toy-figure-features),Material de brinquedo/jogo (product.metafields.shopify.toy-game-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Brasil,Price / Brasil,Compare At Price / Brasil,Status
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,bege,,,g,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/02.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,bege,,,gg,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/02.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,vermelho,,,p,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/03_19e993a1-30ee-445b-9004-691183a3790e.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,vermelho,,,m,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/03_19e993a1-30ee-445b-9004-691183a3790e.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,vermelho,,,g,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/03_19e993a1-30ee-445b-9004-691183a3790e.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,vermelho,,,gg,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/03_19e993a1-30ee-445b-9004-691183a3790e.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,cinza,,,p,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_91a02932-a598-40a7-9c0d-a88750be17d1.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,cinza,,,m,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_91a02932-a598-40a7-9c0d-a88750be17d1.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,cinza,,,g,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_91a02932-a598-40a7-9c0d-a88750be17d1.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,cinza,,,gg,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_91a02932-a598-40a7-9c0d-a88750be17d1.webp?v=1775699421,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,creme,,,p,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/05_71ecb94f-8ad7-4eb1-a88f-656581cd0bd1.webp?v=1775699515,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,creme,,,m,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/05_71ecb94f-8ad7-4eb1-a88f-656581cd0bd1.webp?v=1775699515,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,creme,,,g,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/05_71ecb94f-8ad7-4eb1-a88f-656581cd0bd1.webp?v=1775699515,g,,,,,,
camiseta-unissex-estampa-gato-paisagem-moda-fashion-japones,,,,,,,,,creme,,,gg,,,,,,0.15,,deny,manual,66.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/05_71ecb94f-8ad7-4eb1-a88f-656581cd0bd1.webp?v=1775699515,g,,,,,,
camiseta-masculina-oversized-streetwear-oni-japones,Camiseta Masculina Oversized Streetwear Oni Japonês,"<p>Inspire-se na mitologia japonesa com esta camiseta oversized estampada com o clássico Oni — o demônio do folclore do Japão. Uma peça que une cultura, arte e streetwear urbano em um visual inconfundível.</p><strong>Detalhes do Produto</strong><ul>
<li>
<strong>Material:</strong> 100% Algodão Fio 30.1 — macio, confortável e durável</li>
<li>
<strong>Modelagem:</strong> Oversized, corte amplo, manga curta, gola redonda</li>
<li>
<strong>Estampa:</strong> DTF premium — alta resolução, cores nítidas e resistentes a lavagens</li>
<li>
<strong>Tamanhos disponíveis:</strong> P, M, G, GG e XG</li>
</ul><strong>Cuidados com o Produto</strong><ul>
<li>Lavar com a estampa do avesso, em água fria.</li>
<li>Não utilizar alvejante nem ciclo pesado na máquina.</li>
<li>Secar à sombra; não passar ferro diretamente sobre a estampa.</li>
</ul>",Nerdlingolab,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Camiseta Oversized,"Cor_BegeClaro, Cor_BegeEscuro, Cor_Branco, Cor_Cinza, Cor_Preto, Cor_Rosa, Gênero_Masculino, Tamanho_G, Tamanho_GG, Tamanho_M, Tamanho_P",true,Cor,preto,product.metafields.shopify.color-pattern,Tamanho,p,product.metafields.shopify.size,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_3116c77a-90ad-4a3b-bceb-3b2839389960.webp?v=1775699645,1,"",false,Camiseta Oversized Oni Japonês Streetwear | Algodão DTF,"Camiseta oversized masculina com estampa de Oni japonês. 100% algodão, corte amplo, estampa DTF premium. Tamanhos P ao XG.",'10,'20,Entregue entre 10 á 20 dias,,'2026-03-27,🆕 NOVO,https://produto.mercadolivre.com.br/MLB-6437566632-camiseta-masculina-oversized-streetwear-oni-japons-_JM?attributes=COLOR_SECONDARY_COLOR%3AQnJhbmNv&quantity=1&picker=true&searchVariation=198158261947,,,adultos; adolescentes,,absorcao-de-umidade; secagem-rapida,preto; branco,algodao; poliester,redondo,,p; m; g; gg,curto,feminino,medio,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_3116c77a-90ad-4a3b-bceb-3b2839389960.webp?v=1775699645,g,,,true,,,active
camiseta-masculina-oversized-streetwear-oni-japones,,,,,,,,,preto,,,m,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/01_cae9918f-aa77-462e-9a97-334df207b730.webp?v=1775700094,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_3116c77a-90ad-4a3b-bceb-3b2839389960.webp?v=1775699645,g,,,,,,
camiseta-masculina-oversized-streetwear-oni-japones,,,,,,,,,preto,,,g,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/02_5765ec78-132e-421c-b536-8d70d5050ddb.webp?v=1775700094,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_3116c77a-90ad-4a3b-bceb-3b2839389960.webp?v=1775699645,g,,,,,,
camiseta-masculina-oversized-streetwear-oni-japones,,,,,,,,,preto,,,gg,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/03_325f9013-5dba-4c43-8b0c-63a4a380ae67.webp?v=1775699645,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/04_3116c77a-90ad-4a3b-bceb-3b2839389960.webp?v=1775699645,g,,,,,,
camiseta-masculina-oversized-streetwear-oni-japones,,,,,,,,,branco,,,p,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/02_5765ec78-132e-421c-b536-8d70d5050ddb.webp?v=1775700094,g,,,,,,
camiseta-masculina-oversized-streetwear-oni-japones,,,,,,,,,branco,,,m,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/02_5765ec78-132e-421c-b536-8d70d5050ddb.webp?v=1775700094,g,,,,,,
camiseta-masculina-oversized-streetwear-oni-japones,,,,,,,,,branco,,,g,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/02_5765ec78-132e-421c-b536-8d70d5050ddb.webp?v=1775700094,g,,,,,,
camiseta-masculina-oversized-streetwear-oni-japones,,,,,,,,,branco,,,gg,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/02_5765ec78-132e-421c-b536-8d70d5050ddb.webp?v=1775700094,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,Camiseta Feminina Espanhol Maestra,"<p>Para quem ama idiomas e quer expressar isso com estilo, esta camiseta traz o alfabeto espanhol em uma estampa criativa e educativa, perfeita para estudantes, professores e entusiastas da língua hispânica.</p><strong>Detalhes do Produto</strong><ul>
<li>
<strong>Material:</strong> 100% Algodão Penteado Fio 30.1 — macio e respirável</li>
<li>
<strong>Modelagem:</strong> Unissex, corte reto, manga curta, gola redonda</li>
<li>
<strong>Estampa:</strong> DTF de alta qualidade — cores vibrantes e durabilidade comprovada</li>
<li>
<strong>Tamanhos disponíveis:</strong> P, M, G e GG</li>
</ul><strong>Cuidados com o Produto</strong><ul>
<li>Lavar com a estampa do avesso, em água fria.</li>
<li>Não utilizar alvejante nem ciclo pesado na máquina.</li>
<li>Secar à sombra; não passar ferro diretamente sobre a estampa.</li>
</ul>",Nerdlingolab,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Camiseta Básica Algodão,"Cor_BegeClaro, Cor_BegeEscuro, Cor_Branco, Cor_Cinza, Cor_Preto, Cor_Rosa, Gênero_Masculino, Tamanho_G, Tamanho_GG, Tamanho_M, Tamanho_P",true,Cor,preto,product.metafields.shopify.color-pattern,Tamanho,p,product.metafields.shopify.size,,,,,0.15,,deny,manual,74.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_921122-MLB104078842819_012026-R_8452e831-d1cd-4822-904f-00191a060cd6.webp?v=1775605787,1,"",false,Camiseta Feminina Alfabeto Espanhol | Algodão Estampada DTF,"Camiseta feminina 100% algodão com estampa do alfabeto em espanhol. DTF premium, tamanhos P ao GG. Perfeita para quem ama idiomas!",'10,'20,Entregue entre 10 á 20 dias,,'2026-03-27,🆕 NOVO,https://produto.mercadolivre.com.br/MLB-4408164163-camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua-_JM?searchVariation=189050130762#polycard_client=search-desktop&searchVariation=189050130762&search_layout=grid&position=6&type=item&tracking_id=cf16d65a-fcec-4e1b-8a0d-77ca2093cb2a,,,adultos; adolescentes,,absorcao-de-umidade; secagem-rapida,preto; branco; amarela; bege,algodao; poliester,redondo,,p; m; g; gg,curto,feminino,medio,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_614060-MLB104078842919_012026-R_2448d213-7305-43bf-9941-788746a50aa3.webp?v=1775605787,g,,,true,,,active
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,preto,,,m,,,,,,0.15,,deny,manual,74.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_809474-MLB103555836944_012026-R_b8d0c18a-5dd9-4db1-9603-dba6960850bc.webp?v=1775605787,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_614060-MLB104078842919_012026-R_2448d213-7305-43bf-9941-788746a50aa3.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,preto,,,g,,,,,,0.15,,deny,manual,74.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_614060-MLB104078842919_012026-R_2448d213-7305-43bf-9941-788746a50aa3.webp?v=1775605787,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_614060-MLB104078842919_012026-R_2448d213-7305-43bf-9941-788746a50aa3.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,preto,,,gg,,,,,,0.15,,deny,manual,74.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_NQ_NP_2X_694090-MLB104078842837_012026-F-camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua_16f045f1-c2f3-49a9-8459-bf403d6b494f.webp?v=1775605787,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_614060-MLB104078842919_012026-R_2448d213-7305-43bf-9941-788746a50aa3.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,branco,,,p,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_809474-MLB103555836944_012026-R_b8d0c18a-5dd9-4db1-9603-dba6960850bc.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,branco,,,m,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_809474-MLB103555836944_012026-R_b8d0c18a-5dd9-4db1-9603-dba6960850bc.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,branco,,,g,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_809474-MLB103555836944_012026-R_b8d0c18a-5dd9-4db1-9603-dba6960850bc.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,branco,,,gg,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_809474-MLB103555836944_012026-R_b8d0c18a-5dd9-4db1-9603-dba6960850bc.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,amarela,,,p,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_921122-MLB104078842819_012026-R_8452e831-d1cd-4822-904f-00191a060cd6.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,amarela,,,m,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_921122-MLB104078842819_012026-R_8452e831-d1cd-4822-904f-00191a060cd6.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,amarela,,,g,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_921122-MLB104078842819_012026-R_8452e831-d1cd-4822-904f-00191a060cd6.webp?v=1775605787,g,,,,,,
camiseta-feminina-alfabeto-espanhol-aprendizado-de-lingua,,,,,,,,,amarela,,,gg,,,,,,0.15,,deny,manual,78.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/D_Q_NP_2X_921122-MLB104078842819_012026-R_8452e831-d1cd-4822-904f-00191a060cd6.webp?v=1775605787,g,,,,,,
